callsign,velocity,baro_altitude,geo_altitude
ESR511  ,250.92,10972.8,11666.22
KLM105  ,250.9,9448.8,9989.82
GEC8400 ,250.89,9448.8,9852.66
JAL2088 ,250.89,11887.2,12664.44
CRK691  ,250.88,10370.82,11033.76
ATN3312 ,250.84,9159.24,9700.26
TAY401  ,250.83,10058.4,10447.02
ABL747  ,250.81,10972.8,11658.6
ETD918  ,250.79,10668.0,11102.34
SAS4413 ,250.78,10980.42,10881.36
QTR44B  ,250.77,11887.2,12268.2
BBC305  ,250.75,10965.18,11414.76
UAL947  ,250.73,9753.6,10096.5
BAW134  ,250.73,10363.2,10995.66
IGT1186 ,250.71,12496.8,12885.42
DAL221  ,250.69,10972.8,11399.52
DAL808  ,250.69,7299.96,7734.3
FIN8PY  ,250.65,11894.82,12070.08
SVA061  ,250.65,10363.2,10698.48
EFW61U  ,250.63,10363.2,10721.34
UAE36K  ,250.62,11277.6,11742.42
CXA806  ,250.6,10355.58,10302.24
QTR85K  ,250.58,12192.0,12595.86
ETD98V  ,250.55,10668.0,11079.48
IFC1005 ,250.54,11590.02,12024.36
DAH1124 ,250.54,10370.82,10888.98
QTR30G  ,250.54,12192.0,12588.24
TAP1142 ,250.54,10972.8,11529.06
ANA897  ,250.53,12192.0,13014.96
EWG3XY  ,250.53,9745.98,10180.32
JBU505  ,250.52,9768.84,10393.68
CLX5932 ,250.51,9456.42,10081.26
QTR59B  ,250.51,9753.6,10157.46
QTR68Y  ,250.45,12192.0,12573.0
WUK15NR ,250.45,10507.98,10850.88
QTR39Y  ,250.44,10972.8,11376.66
TGW893  ,250.43,11597.64,12306.3
TAR709  ,250.41,11285.22,11879.58
AAL2712 ,250.34,9144.0,9677.4
DLH408  ,250.33,10972.8,11361.42
ELY008  ,250.31,12489.18,12984.48
AEE553  ,250.31,11277.6,11727.18
EDW64J  ,250.28,10668.0,11132.82
UAL83   ,250.27,10218.42,10728.96
LAN532  ,250.26,12496.8,13251.18
UAL987  ,250.26,11887.2,12222.48
FDB4GP  ,250.23,10972.8,11795.76
UAL965  ,250.22,10370.82,10721.34
JAL707  ,250.21,11582.4,12367.26
WAZ9432 ,250.19,10965.18,11811.0
QTR40U  ,250.18,10972.8,11308.08
DAL690  ,250.18,10058.4,10683.24
UPS105  ,250.17,8846.82,9433.56
VLG15VJ ,250.16,7940.04,8465.82
QTR043  ,250.12,11582.4,11948.16
QTR75A  ,250.12,11582.4,11940.54
KAL423  ,250.05,11277.6,12054.84
VJH574  ,250.04,10363.2,10828.02
AIH397  ,249.95,11582.4,12313.92
JBU948  ,249.94,10668.0,11300.46
EFW9HF  ,249.9,10972.8,11384.28
KAL671  ,249.88,11567.16,12306.3
DLH490  ,249.84,12192.0,12588.24
ETD134  ,249.84,11269.98,11628.12
EJU84GR ,249.79,10668.0,11109.96
JBU32   ,249.79,9761.22,10142.22
CAL007  ,249.77,9753.6,10195.56
CES243  ,249.75,10972.8,10972.8
AFR72BY ,249.74,10668.0,11148.06
BAW3AK  ,249.72,9144.0,9448.8
NSZ3613 ,249.71,10972.8,11361.42
AAL3302 ,249.7,8221.98,8686.8
QTR70C  ,249.7,10972.8,11391.9
QTR48R  ,249.67,10972.8,11399.52
IBX18   ,249.65,10355.58,11064.24
CND245  ,249.65,10668.0,11300.46
MSC502  ,249.64,12192.0,13098.78
JBU2904 ,249.62,7978.14,8450.58
EZY56ZG ,249.62,11902.44,12451.08
TVF76MJ ,249.61,11582.4,12070.08
PRFMW   ,249.59,9105.9,9601.2
QTR97R  ,249.55,12192.0,12641.58
AFR56SJ ,249.52,10066.02,10447.02
EZY21LH ,249.51,9791.7,10157.46
UAL2333 ,249.47,9761.22,10370.82
HVN533  ,249.47,10393.68,11094.72
VIR302  ,249.44,11887.2,12329.16
DLH1768 ,249.44,10058.4,10736.58
UPS904  ,249.43,10980.42,11696.7
VOZ9232 ,249.43,9212.58,9182.1
IBE09PH ,249.42,10957.56,11430.0
ANA8512 ,249.4,10668.0,11384.28
ETD79   ,249.39,8343.9,8900.16
QTR35M  ,249.39,10363.2,10690.86
ANA801  ,249.32,12192.0,12976.86
UAE7ER  ,249.3,12192.0,12641.58
QTR46Q  ,249.3,10363.2,10797.54
JBU988  ,249.3,10660.38,11300.46
QTR61R  ,249.23,10363.2,10789.92
TVJ352  ,249.21,9144.0,9738.36
AIC119  ,249.2,11582.4,12108.18
THY662  ,249.19,10652.76,11087.1
ADO120  ,249.19,9753.6,10378.44
MSC3621 ,249.19,10988.04,11750.04
IGO1708 ,249.18,10363.2,11064.24
CAL5314 ,249.17,10668.0,10759.44
RPA5754 ,249.17,9448.8,10012.68
KAC101  ,249.14,10972.8,11315.7
TAP552N ,249.11,9540.24,9989.82
CSH9253 ,249.09,9144.0,9776.46
VJH763  ,249.08,11582.4,12047.22
NOZ11S  ,249.06,11399.52,11521.44
FDX67   ,249.05,10980.42,11590.02
UAL909  ,249.02,11887.2,12260.58
DLH3V   ,249.02,10363.2,10759.44
CES9655 ,249.02,10972.8,11666.22
RYR43ZQ ,248.99,10980.42,11277.6
CAI56UA ,248.96,10683.24,11140.44
ABY624  ,248.95,10972.8,11849.1
EZY32HG ,248.95,11582.4,12001.5
EZS587H ,248.92,11574.78,12039.6
ABX901  ,248.9,10386.06,10957.56
RLH5003 ,248.87,8412.48,8983.98
UAE62Y  ,248.87,9753.6,10180.32
FDB183  ,248.86,10363.2,11163.3
TFL7XV  ,248.85,10027.92,10492.74
FDX1413 ,248.84,10363.2,11033.76
CCA935  ,248.82,11582.4,11597.64
ANA266  ,248.8,12489.18,13296.9
PGT1711 ,248.73,11590.02,12458.7
EJU34BW ,248.73,11277.6,11803.38
JBU842  ,248.7,10058.4,10431.78
SVA121  ,248.69,10972.8,11323.32
GIA868  ,248.66,11582.4,12291.06
FDX1537 ,248.61,8496.3,9014.46
CSW612  ,248.56,11894.82,12352.02
THY7EU  ,248.55,12496.8,12908.28
UAL299  ,248.54,10668.0,11224.26
QTR95X  ,248.5,10363.2,10820.4
ENT71ZE ,248.48,9906.0,10393.68
D2ANH   ,248.48,8625.84,9235.44
FPO172  ,248.47,11582.4,12001.5
THY1814 ,248.43,11277.6,11719.56
RZO512  ,248.43,10652.76,10934.7
SWR1820 ,248.41,11277.6,11795.76
DLH08F  ,248.39,10363.2,10690.86
CNK91   ,248.39,10363.2,10949.94
IGO214  ,248.32,10058.4,10751.82
ENT1672 ,248.31,11582.4,12100.56
CHH6363 ,248.29,8869.68,9410.7
FDX1571 ,248.29,10058.4,10713.72
AIC2356 ,248.29,10988.04,11689.08
UAL959  ,248.28,9075.42,9441.18
BAW727G ,248.27,11582.4,12009.12
DAL1376 ,248.26,7620.0,8069.58
CFG2016 ,248.25,11582.4,11993.88
AAL3029 ,248.24,10668.0,11094.72
AAL1815 ,248.22,8602.98,9113.52
RYR91FQ ,248.2,11277.6,11750.04
SFJ52   ,248.19,8229.6,8831.58
HKE849  ,248.18,10972.8,11704.32
CAI5DX  ,248.14,11887.2,12306.3
DLH477  ,248.13,12496.8,12923.52
AXM377  ,248.13,10378.44,11079.48
AXB2614 ,248.13,10363.2,11087.1
BAW7    ,248.1,10668.0,11079.48
RPA5800 ,248.09,10668.0,11292.84
KNE332  ,248.09,9791.7,10546.08
THY8PY  ,248.08,10972.8,11826.24
AIQ3162 ,248.06,11590.02,12313.92
VJT754  ,248.03,13716.0,14127.48
IBE08KR ,248.03,11269.98,11841.48
EVA238  ,248.03,11887.2,12717.78
ITY077  ,248.03,10370.82,10911.84
VLG3KG  ,247.98,11582.4,11932.92
VND954  ,247.95,10363.2,10896.6
VLG94BE ,247.88,10812.78,11178.54
TAM8023 ,247.84,10126.98,10690.86
ETD3RH  ,247.84,10668.0,11033.76
KAL623  ,247.83,10363.2,11079.48
ANA578  ,247.82,8526.78,9113.52
BAW25K  ,247.81,11277.6,11597.64
VLG3TC  ,247.8,10363.2,10812.78
DLH416  ,247.79,10668.0,11041.38
UAE73   ,247.79,11049.0,11536.68
AEE5ZH  ,247.79,11894.82,12367.26
DAL2033 ,247.73,10020.3,10553.7
ICL852  ,247.73,10668.0,11430.0
CCA909  ,247.71,9753.6,9814.56
EZY41UD ,247.69,11590.02,12009.12
NOZ5EL  ,247.68,10972.8,11346.18
FIN5TU  ,247.67,11269.98,11590.02
KNE398  ,247.64,11109.96,11567.16
DLH68H  ,247.63,8374.38,8839.2
NSZ4369 ,247.59,9288.78,9723.12
DLH410  ,247.57,7833.36,8214.36
DAL1261 ,247.51,9906.0,10485.12
CES231  ,247.49,12192.0,12954.0
DAL67   ,247.47,9144.0,9608.82
DNA405  ,247.46,10363.2,10713.72
UAE81   ,247.46,12192.0,12626.34
DLA6TW  ,247.45,10363.2,10797.54
Unknown,247.45,10363.2,11041.38
DLH480  ,247.45,10972.8,11376.66
BBG7541 ,247.43,10675.62,11437.62
WZZ1467 ,247.4,10668.0,11056.62
CSH871  ,247.4,11879.58,12504.42
SAS41C  ,247.39,10210.8,10607.04
DAL2441 ,247.39,9151.62,9715.5
EXS689L ,247.38,9753.6,10180.32
ETH500  ,247.36,12192.0,12595.86
UAE8ER  ,247.36,12192.0,12435.84
CMP383  ,247.36,10058.4,10728.96
SAZ71   ,247.34,10668.0,11056.62
ANA811  ,247.33,12192.0,12999.72
SKW4244 ,247.33,8382.0,8823.96
EZY58YD ,247.3,11590.02,11993.88
UAL243  ,247.3,10972.8,11353.8
SIA305  ,247.27,9448.8,9791.7
UAE362  ,247.21,10668.0,11353.8
UAE6AQ  ,247.2,10386.06,10789.92
EXS34NR ,247.19,10972.8,11437.62
DAL107  ,247.19,10363.2,10797.54
ETH679  ,247.18,10972.8,11643.36
ETD7NZ  ,247.17,8001.0,8412.48
RYR9RJ  ,247.15,11277.6,11734.8
SXS7YT  ,247.14,11277.6,11658.6
SWN363  ,247.14,12192.0,12580.62
JJA2711 ,247.14,10972.8,11734.8
UAE4PV  ,247.12,11582.4,11932.92
UAL855  ,247.11,10363.2,10980.42
UAL1265 ,247.11,10668.0,11346.18
AJT1070 ,247.09,9761.22,10378.44
ELY346  ,247.08,10668.0,11125.2
IBE08WY ,247.08,10972.8,11544.3
UAE41P  ,247.06,11887.2,11917.68
RYR112U ,247.05,10972.8,11338.56
UPS920  ,247.02,7932.42,8435.34
CSB594  ,247.01,10226.04,10812.78
LDX6    ,247.0,13106.4,13601.7
ETD1    ,246.97,11582.4,11955.78
LOT6573 ,246.96,10058.4,10393.68
JAL653  ,246.96,12192.0,12946.38
FDX1576 ,246.96,7018.02,7475.22
ELY394  ,246.93,10668.0,11170.92
PVG3235 ,246.93,10363.2,10828.02
DAL183  ,246.91,10972.8,11338.56
AFR1225 ,246.89,10355.58,10607.04
AIC2878 ,246.88,9753.6,10332.72
RYR9165 ,246.88,11269.98,11612.88
AZG205  ,246.87,10363.2,10675.62
WZZ8241 ,246.87,10972.8,11513.82
NKS2536 ,246.86,10668.0,11353.8
AAL604  ,246.84,9761.22,10363.2
TTW700  ,246.81,10058.4,10736.58
CPA216  ,246.79,9631.68,9989.82
BRK90   ,246.77,10668.0,11239.5
ENY3530 ,246.75,9753.6,10332.72
LOT154  ,246.75,9898.38,10599.42
RYR108Z ,246.75,11277.6,11673.84
JIA5244 ,246.72,9334.5,9913.62
AFL1715 ,246.7,10972.8,10980.42
DAL227  ,246.67,11887.2,12557.76
EXS7WT  ,246.64,11582.4,12077.7
JIA5445 ,246.63,8839.2,9380.22
IGO121  ,246.62,9753.6,10325.1
SVA341  ,246.62,9753.6,10294.62
UAL135  ,246.59,10675.62,11026.14
VPCIC   ,246.58,13106.4,13792.2
THY9VD  ,246.56,10668.0,11064.24
QTR79G  ,246.55,10668.0,10995.66
RYR6092 ,246.54,11277.6,11879.58
LOT6326 ,246.54,11582.4,12024.36
AFR39LA ,246.53,10058.4,10507.98
ANA629  ,246.53,9136.38,9814.56
MEA244  ,246.52,10668.0,11209.02
TVF79XX ,246.5,11277.6,11658.6
KNE310  ,246.5,10073.64,10843.26
UAE1Y   ,246.48,10363.2,10690.86
UAL69   ,246.48,10370.82,10774.68
TOM71T  ,246.45,11574.78,11910.06
VIR166G ,246.45,11887.2,12252.96
KLM706  ,246.44,11582.4,12001.5
TSC189  ,246.44,8930.64,9311.64
PGT996H ,246.44,10058.4,10447.02
RYR40ZB ,246.44,10972.8,11285.22
NWK2906 ,246.44,10668.0,11003.28
UAL284  ,246.43,10668.0,11338.56
GTI4316 ,246.43,10972.8,11612.88
FDB7KM  ,246.42,11582.4,12451.08
EJU64BJ ,246.41,10972.8,11490.96
DAL651  ,246.41,11285.22,11978.64
UAE9J   ,246.39,10972.8,11414.76
UAL2210 ,246.39,10058.4,10668.0
Unknown,246.37,10347.96,11003.28
PGT3WT  ,246.32,10675.62,11140.44
KNE308  ,246.32,10668.0,11163.3
UAL512  ,246.3,10058.4,10736.58
CPA875  ,246.3,10972.8,11193.78
ANA500  ,246.28,9753.6,10408.92
MEA216  ,246.28,10675.62,11148.06
DAL2631 ,246.24,8839.2,9372.6
AAL2301 ,246.23,7947.66,8442.96
FDX1414 ,246.23,10980.42,11658.6
VLG3QU  ,246.2,10965.18,11300.46
VKG1411 ,246.2,10363.2,10858.5
EDV5366 ,246.19,7924.8,8427.72
AAL655  ,246.18,10363.2,11003.28
EJU61MK ,246.18,10972.8,11521.44
Unknown,246.17,10965.18,11772.9
RYR63SB ,246.14,10972.8,11452.86
NOZ321  ,246.13,11582.4,11521.44
RYR17SB ,246.12,11277.6,11711.94
NSZ83AH ,246.1,10972.8,11384.28
RYR79WZ ,246.09,11582.4,11978.64
SAS72C  ,246.09,11277.6,11666.22
ISR534  ,246.09,10416.54,10911.84
TGW648  ,246.08,11582.4,12283.44
JBU2    ,246.03,10363.2,11003.28
VLG78RA ,246.02,9753.6,10020.3
SXS6V   ,245.99,10005.06,10698.48
UAE2P   ,245.99,12192.0,12573.0
TOM2YD  ,245.99,11582.4,11948.16
JBU927  ,245.99,9380.22,9951.72
64781   ,245.98,10058.4,9601.2
RYR6638 ,245.98,10058.4,10469.88
FDX1156 ,245.98,10050.78,10599.42
SWR569T ,245.98,9906.0,10393.68
AFR201A ,245.98,11582.4,12047.22
THA636  ,245.97,6690.36,7124.7
ABX3104 ,245.95,11590.02,12252.96
CPA3291 ,245.95,11582.4,12260.58
TTW503  ,245.91,10370.82,11049.0
THY3TE  ,245.91,11277.6,11689.08
BAW51P  ,245.91,9677.4,10241.28
UAE59   ,245.91,11582.4,12024.36
DAL1201 ,245.85,7825.74,8282.94
SIA309  ,245.85,11277.6,11696.7
EWG8551 ,245.84,11582.4,11948.16
VIR85   ,245.82,10972.8,11414.76
ITY318  ,245.82,9098.28,9555.48
RJA611  ,245.78,10980.42,11833.86
ANA476  ,245.78,11422.38,12245.34
FDX1422 ,245.78,10363.2,11056.62
SVA373  ,245.75,10972.8,11643.36
JBU2133 ,245.74,11292.84,12001.5
AAL1196 ,245.71,10363.2,11003.28
RPA5764 ,245.71,7787.64,8199.12
BAW4RE  ,245.7,10668.0,11049.0
UAL1605 ,245.7,10668.0,11330.94
QTR7Y   ,245.69,12192.0,12588.24
EZY79KP ,245.68,11582.4,11940.54
EZY91DE ,245.64,11590.02,11925.3
ELY224  ,245.63,11277.6,11765.28
AWQ246  ,245.63,10363.2,11010.9
AXM311  ,245.63,11574.78,12329.16
RYR2MD  ,245.61,11277.6,11780.52
SWA2596 ,245.59,9761.22,10370.82
EZY79KW ,245.59,11277.6,11643.36
EZY174D ,245.58,10668.0,11033.76
PGT944  ,245.57,11277.6,11658.6
AXB2642 ,245.57,9083.04,9646.92
BOX587  ,245.55,10058.4,10561.32
EZY98CB ,245.54,11582.4,11955.78
ISR115  ,245.53,10363.2,11056.62
EXS5NK  ,245.5,10972.8,11330.94
DAL27   ,245.5,11582.4,11734.8
ANA1663 ,245.49,8161.02,8724.9
VTM9901 ,245.48,10050.78,10645.14
JST248  ,245.47,8831.58,8595.36
EZY51QK ,245.44,11582.4,12001.5
DAL1499 ,245.43,10363.2,10980.42
VJA533  ,245.43,13106.4,13731.24
UAE751  ,245.41,12192.0,12854.94
JST266  ,245.39,10660.38,10439.4
RYR2YY  ,245.39,11582.4,12009.12
QTR703  ,245.3,10972.8,11300.46
QTR62G  ,245.29,10972.8,11399.52
QFA650  ,245.28,10660.38,10660.38
MML672  ,245.27,10363.2,11071.86
QTR8P   ,245.25,12184.38,12649.2
KLM1512 ,245.25,10972.8,11399.52
ELY323  ,245.24,12184.38,12672.06
JBU869  ,245.19,10370.82,11003.28
EWG4229 ,245.18,11323.32,11833.86
VLG8522 ,245.18,10668.0,11155.68
TOM19K  ,245.16,10363.2,10812.78
UAE58Q  ,245.13,11582.4,12024.36
CEB788  ,245.12,9898.38,10637.52
JBU134  ,245.12,10668.0,11315.7
JST476  ,245.12,11269.98,11315.7
RYR76UK ,245.08,11582.4,11902.44
JBU34   ,245.08,10363.2,10744.2
AEA44VC ,245.04,10088.88,10523.22
AAL2850 ,245.02,9974.58,10584.18
DAL1136 ,245.02,10058.4,10668.0
NOK528  ,245.01,10972.8,11681.46
IGO216Y ,244.98,10363.2,11079.48
SXS4LA  ,244.98,11887.2,12306.3
QTR816  ,244.97,10668.0,11361.42
BEL47P  ,244.96,9151.62,9593.58
THY5XT  ,244.95,9349.74,9806.94
JJA1108 ,244.91,10972.8,11750.04
KAL633  ,244.88,12192.0,13022.58
AMX680  ,244.88,10660.38,11247.12
IBE0737 ,244.87,10965.18,11315.7
TVS2206 ,244.85,9959.34,10363.2
ARE4902 ,244.84,7078.98,7543.8
MSR784  ,244.8,11894.82,12321.54
EWG49C  ,244.79,10972.8,11391.9
SIA323  ,244.77,11277.6,11650.98
CFG030  ,244.77,8923.02,9357.36
PGT968  ,244.76,10675.62,11033.76
EWG5LH  ,244.76,10668.0,11170.92
MSC2974 ,244.73,10972.8,11811.0
RYR1PL  ,244.73,11277.6,11917.68
TKJ4WL  ,244.71,7421.88,7840.98
JIA5287 ,244.71,8549.64,9014.46
AHY036  ,244.71,10675.62,11018.52
CPA099  ,244.7,13106.4,13182.6
EIN5WG  ,244.7,11582.4,11894.82
CAI98KV ,244.68,10972.8,11567.16
VJH792  ,244.68,10668.0,11155.68
CEB5129 ,244.68,10972.8,11696.7
UPS872  ,244.67,10370.82,11003.28
Unknown,244.67,9738.36,10386.06
N1986R  ,244.66,12496.8,12946.38
EXS65UL ,244.65,11582.4,12054.84
SKW3931 ,244.65,10972.8,11643.36
AXB1956 ,244.65,10965.18,11719.56
UAE39   ,244.64,9144.0,9479.28
TVF30ZU ,244.63,10043.16,10408.92
AUA9087 ,244.63,11582.4,11986.26
EZY51NU ,244.62,11590.02,11940.54
MMO121P ,244.6,10363.2,10828.02
THY4RH  ,244.56,10675.62,11026.14
AUA857L ,244.56,10668.0,11391.9
CFG2096 ,244.54,10972.8,11391.9
MJF3B   ,244.52,12496.8,12969.24
UAL8155 ,244.51,10668.0,11292.84
ANA218  ,244.51,10668.0,11041.38
CSS169  ,244.48,9761.22,10347.96
DLH1306 ,244.47,10668.0,11064.24
MEA232  ,244.46,10066.02,10553.7
FDX114  ,244.45,10668.0,11292.84
MAS2635 ,244.43,10363.2,11079.48
AAL958R ,244.43,10126.98,10751.82
OCN64   ,244.42,10736.58,11163.3
TAR997  ,244.42,11277.6,11856.72
NOS2234 ,244.42,10668.0,11155.68
Unknown,244.37,9105.9,9601.2
MEA221  ,244.37,9464.04,10134.6
THY2BR  ,244.36,7970.52,8374.38
VLG46YB ,244.33,11277.6,11811.0
ELY327  ,244.32,12192.0,12885.42
KLM59J  ,244.3,10668.0,11079.48
KLM777  ,244.3,11582.4,11925.3
FFT2791 ,244.28,10355.58,10980.42
UAL85   ,244.26,10363.2,10713.72
DAL1494 ,244.25,9852.66,10424.16
SEH5DH  ,244.21,11262.36,11750.04
BEL8XM  ,244.2,8839.2,9265.92
TAI571  ,244.19,10363.2,11041.38
SXS4FX  ,244.18,11277.6,11643.36
DAL79   ,244.17,10363.2,10767.06
ANA1718 ,244.16,7924.8,8458.2
AAL2268 ,244.16,10965.18,11635.74
THA303  ,244.16,10355.58,11033.76
WMT5076 ,244.14,10012.68,10500.36
TAX606  ,244.13,11887.2,12649.2
LOT5TA  ,244.13,10058.4,10431.78
EWG70L  ,244.09,10355.58,10736.58
Unknown,244.09,9745.98,10401.3
DLH1292 ,244.08,10058.4,10431.78
NKS2123 ,244.07,8001.0,8458.2
RYR772L ,244.07,11582.4,12070.08
AEE61PG ,244.07,11887.2,12359.64
RYR78GM ,244.06,11582.4,11917.68
VIV771  ,244.06,11582.4,12329.16
ASL131  ,244.04,10660.38,10980.42
ANA1738 ,244.04,9578.34,10264.14
THY1390 ,244.03,10972.8,11414.76
TAH375  ,244.02,12192.0,12656.82
RYR33UV ,244.0,9677.4,10172.7
AFR64ET ,243.99,10972.8,11437.62
AAL1226 ,243.99,10972.8,11628.12
SEH7WA  ,243.97,10668.0,11094.72
SXS8P   ,243.97,11277.6,11643.36
NSZ6FV  ,243.95,11582.4,11940.54
AVA063  ,243.94,10972.8,11658.6
LAA192  ,243.92,8503.92,9014.46
UAE328  ,243.92,10668.0,11369.04
THA417  ,243.91,11887.2,12595.86
CAL5858 ,243.89,11887.2,12626.34
DAL1806 ,243.88,10058.4,10660.38
EXS47QN ,243.88,10081.26,10355.58
Unknown,243.87,11277.6,11879.58
KLM835  ,243.86,11277.6,12039.6
ANA458  ,243.85,8877.3,9433.56
AIZ212  ,243.84,11285.22,11986.26
CRK609  ,243.84,10972.8,11711.94
DAL1405 ,243.83,8442.96,8991.6
PGT958  ,243.8,11277.6,11689.08
ATN3318 ,243.79,10668.0,11315.7
FIN9AD  ,243.78,11887.2,12298.68
JBU1062 ,243.77,11262.36,11963.4
UAE88F  ,243.76,10972.8,11186.16
ELY5424 ,243.76,10668.0,11460.48
KAC127  ,243.75,10363.2,10789.92
PGT4EA  ,243.75,10683.24,11102.34
QTR66L  ,243.73,12192.0,12603.48
AIQ235  ,243.7,11590.02,12382.5
FIN8CA  ,243.68,11887.2,12283.44
DAL1666 ,243.68,10058.4,10683.24
AXY168V ,243.66,10058.4,10523.22
DAL139  ,243.66,9753.6,10134.6
AAL1183 ,243.65,10972.8,11635.74
EXS642  ,243.62,10972.8,11384.28
AAL412  ,243.61,11582.4,12260.58
NJE050N ,243.61,12184.38,12710.16
TKJ3SY  ,243.61,11277.6,11711.94
DAL1449 ,243.61,9753.6,10363.2
NJE259G ,243.59,11277.6,11765.28
WZZ1LK  ,243.56,10972.8,11384.28
ETD979  ,243.56,11887.2,12656.82
EXS46TX ,243.56,11285.22,11734.8
CFG2045 ,243.54,12184.38,12611.1
JZA820  ,243.53,8983.98,9525.0
IBS1851 ,243.51,10668.0,11369.04
EZS64NL ,243.5,10972.8,11590.02
UAE380  ,243.47,11277.6,12016.74
EJU49QD ,243.47,11582.4,11940.54
FDX55   ,243.46,11285.22,11940.54
CFG7XD  ,243.46,11567.16,12062.46
IBE05EW ,243.45,10965.18,11300.46
AXB105  ,243.44,11582.4,12329.16
SWA2565 ,243.43,9784.08,10355.58
THY1702 ,243.42,10683.24,11064.24
GFA002  ,243.42,11887.2,12336.78
EZS64WB ,243.41,11277.6,11826.24
TAM3467 ,243.41,11285.22,11963.4
RYR76SN ,243.39,10972.8,11308.08
VJT981  ,243.38,13114.02,13822.68
VJT527  ,243.38,11292.84,11315.7
NCA143  ,243.37,10972.8,11567.16
KMM307  ,243.36,11277.6,11841.48
APJ218  ,243.36,10332.72,11079.48
DLH680  ,243.34,10043.16,10408.92
APJ114  ,243.33,11574.78,12359.64
AIB05GM ,243.33,10668.0,10980.42
LNK306V ,243.32,10363.2,10934.7
SEH3XP  ,243.29,11277.6,11750.04
DAH1074 ,243.27,10370.82,10873.74
MSR977  ,243.27,11879.58,12595.86
GJW21SJ ,243.25,10675.62,11033.76
QTR49F  ,243.24,12184.38,12588.24
BAW139  ,243.24,11887.2,12344.4
GFA018  ,243.24,10043.16,10492.74
CES6019 ,243.23,10363.2,10378.44
SXS3VT  ,243.23,10363.2,10858.5
SJV187  ,243.22,8534.4,9067.8
UPS312  ,243.18,11582.4,12268.2
JAL634  ,243.18,11887.2,12656.82
AZG5789 ,243.15,11277.6,11650.98
UAL560  ,243.15,10972.8,11643.36
FDX1754 ,243.14,10363.2,11071.86
FDX1517 ,243.07,10355.58,10965.18
SAS4473 ,243.06,11590.02,11506.2
SVA127  ,243.05,11582.4,12077.7
TOM9EY  ,243.05,10972.8,11323.32
EZY47MZ ,243.05,10972.8,11384.28
CPA150  ,243.03,13106.4,13906.5
ISR178  ,243.03,10683.24,11193.78
EJA749  ,243.01,13106.4,13784.58
JBU767  ,243.01,11269.98,11986.26
TRA6656 ,242.99,11582.4,11940.54
AFR267  ,242.99,12192.0,12633.96
UAE56W  ,242.98,10172.7,10622.28
NKS2364 ,242.98,10965.18,11635.74
LXJ668  ,242.97,12192.0,12664.44
RYR5ZU  ,242.97,11277.6,11788.14
RPA4626 ,242.96,9448.8,10035.54
QTR91Y  ,242.96,12192.0,12771.12
SJY599  ,242.93,10972.8,11696.7
AAL2952 ,242.93,10050.78,10675.62
ELY005  ,242.92,11582.4,12207.24
SWR4AH  ,242.92,10363.2,10774.68
APJ216  ,242.89,8823.96,9509.76
UAL972  ,242.85,11277.6,11597.64
JZR123  ,242.84,8724.9,9349.74
AXM169  ,242.83,10980.42,11719.56
UAL163  ,242.82,10782.3,11300.46
PGT8KD  ,242.82,10066.02,10500.36
MBU1ST  ,242.81,11605.26,12039.6
AFR25G  ,242.8,11277.6,11605.26
ASV812  ,242.8,9052.56,9700.26
ETH574  ,242.79,12192.0,12649.2
EXS34LP ,242.79,10972.8,11330.94
RYR36QN ,242.77,11239.5,11727.18
FYG53V  ,242.74,10363.2,10835.64
BKP806  ,242.74,11590.02,12291.06
EJU45AW ,242.73,10972.8,11597.64
FIN142  ,242.73,12496.8,12847.32
JAF1MA  ,242.72,11582.4,11932.92
TVF8939 ,242.71,11574.78,12108.18
APJ236  ,242.7,10660.38,11407.14
UAL695  ,242.7,9761.22,10370.82
THY900  ,242.67,10972.8,11498.58
CFE27PM ,242.67,9448.8,9867.9
TUI32X  ,242.67,11277.6,11795.76
DAL15   ,242.67,10363.2,10751.82
RYR7489 ,242.66,11277.6,11643.36
JAL499  ,242.66,7924.8,8488.68
ETD93C  ,242.65,11582.4,11894.82
CPA743  ,242.65,9494.52,10157.46
RPA4477 ,242.64,9829.8,10408.92
EZS1560 ,242.64,11574.78,12054.84
FDX1438 ,242.64,10965.18,11696.7
TRA11R  ,242.6,10370.82,10698.48
TRA1B   ,242.59,11582.4,11948.16
TRA5916 ,242.57,10111.74,10622.28
RYR27GC ,242.55,10668.0,11140.44
AIC162  ,242.55,11887.2,12306.3
EIN43R  ,242.54,10363.2,10789.92
N810KJ  ,242.53,12496.8,13045.44
RYR46UR ,242.51,10614.66,11125.2
VLG8BR  ,242.5,10972.8,11285.22
Unknown,242.5,10668.0,11353.8
FDX1508 ,242.48,11567.16,12321.54
EIN39C  ,242.48,11277.6,11727.18
THY12   ,242.46,11277.6,11574.78
TAI567  ,242.46,10972.8,11673.84
AAL1534 ,242.46,11582.4,12283.44
MEA229  ,242.44,9144.0,9784.08
FFT4672 ,242.43,9966.96,10591.8
EVA035  ,242.43,9753.6,9829.8
IGO1054 ,242.4,8877.3,9433.56
GTI8254 ,242.39,11582.4,11681.46
TVQ6160 ,242.39,11277.6,11643.36
PGT87UT ,242.36,11887.2,12458.7
CRK247  ,242.36,9151.62,9799.32
HEZ651  ,242.36,10370.82,10759.44
THA136  ,242.36,10363.2,11079.48
TAM3372 ,242.31,10972.8,11597.64
FAD607  ,242.31,10972.8,11795.76
